-0.005791, -0.005791, 0.170000, 0.170000, 0.170000
-0.005674, -0.005791, 0.178858, 0.178808, 0.179203
-0.005557, -0.005791, 0.194946, 0.194801, 0.196541
-0.005441, -0.005791, 0.194946, 0.194801, 0.196541
-0.005324, -0.005791, 0.194946, 0.194801, 0.196541
-0.005207, -0.005791, 0.194946, 0.194801, 0.196541
-0.005089, -0.005791, 0.194946, 0.194801, 0.196541
-0.004972, -0.005791, 0.194946, 0.194801, 0.196541
-0.004855, -0.005791, 0.194946, 0.194801, 0.196541
-0.004738, -0.005791, 0.194946, 0.194801, 0.196541
-0.004621, -0.005791, 0.179689, 0.179634, 0.180109
-0.004504, -0.005791, 0.170000, 0.170000, 0.170000
-0.004387, -0.005791, 0.170200, 0.170191, 0.170212
-0.004270, -0.005791, 0.170000, 0.170000, 0.170000
-0.004154, -0.005791, 0.170000, 0.170000, 0.170000
-0.004036, -0.005791, 0.170000, 0.170000, 0.170000
-0.003920, -0.005791, 0.170000, 0.170000, 0.170000
-0.003803, -0.005791, 0.170000, 0.170000, 0.170000
-0.003686, -0.005791, 0.172462, 0.172400, 0.172677
-0.003569, -0.005791, 0.174869, 0.174747, 0.175401
-0.003452, -0.005791, 0.170000, 0.170000, 0.170000
-0.003335, -0.005791, 0.170000, 0.170000, 0.170000
-0.003218, -0.005791, 0.170200, 0.170191, 0.170212
-0.003101, -0.005791, 0.170000, 0.170000, 0.170000
-0.002984, -0.005791, 0.170000, 0.170000, 0.170000
-0.002867, -0.005791, 0.170000, 0.170000, 0.170000
-0.002750, -0.005791, 0.170000, 0.170000, 0.170000
-0.002633, -0.005791, 0.170000, 0.170000, 0.170000
-0.002516, -0.005791, 0.170000, 0.170000, 0.170000
-0.002399, -0.005791, 0.170200, 0.170191, 0.170212
-0.002282, -0.005791, 0.170000, 0.170000, 0.170000
-0.002165, -0.005791, 0.170000, 0.170000, 0.170000
-0.002048, -0.005791, 0.170200, 0.170191, 0.170211
-0.001931, -0.005791, 0.170000, 0.170000, 0.170000
-0.001814, -0.005791, 0.170000, 0.170000, 0.170000
-0.001697, -0.005791, 0.170000, 0.170000, 0.170000
-0.001580, -0.005791, 0.170000, 0.170000, 0.170000
-0.001463, -0.005791, 0.170000, 0.170000, 0.170000
-0.001345, -0.005791, 0.170000, 0.170000, 0.170000
-0.001228, -0.005791, 0.170200, 0.170191, 0.170212
-0.001112, -0.005791, 0.170000, 0.170000, 0.170000
-0.000995, -0.005791, 0.170000, 0.170000, 0.170000
-0.000878, -0.005791, 0.170000, 0.170000, 0.170000
-0.000761, -0.005791, 0.170200, 0.170191, 0.170212
-0.000644, -0.005791, 0.170000, 0.170000, 0.170000
-0.000527, -0.005791, 0.170000, 0.170000, 0.170000
-0.000410, -0.005791, 0.170000, 0.170000, 0.170000
-0.000293, -0.005791, 0.170000, 0.170000, 0.170000
-0.000176, -0.005791, 0.170000, 0.170000, 0.170000
-0.000058, -0.005791, 0.170100, 0.170095, 0.170098
0.000058, -0.005791, 0.170100, 0.170095, 0.170098
0.000175, -0.005791, 0.170000, 0.170000, 0.170000
0.000292, -0.005791, 0.170000, 0.170000, 0.170000
0.000409, -0.005791, 0.170200, 0.170191, 0.170212
0.000526, -0.005791, 0.170000, 0.170000, 0.170000
0.000643, -0.005791, 0.170000, 0.170000, 0.170000
0.000760, -0.005791, 0.170000, 0.170000, 0.170000
0.000877, -0.005791, 0.170000, 0.170000, 0.170000
0.000994, -0.005791, 0.170000, 0.170000, 0.170000
0.001112, -0.005791, 0.170000, 0.170000, 0.170000
0.001228, -0.005791, 0.170200, 0.170191, 0.170212
0.001345, -0.005791, 0.170000, 0.170000, 0.170000
0.001462, -0.005791, 0.170000, 0.170000, 0.170000
0.001579, -0.005791, 0.170200, 0.170191, 0.170212
0.001696, -0.005791, 0.170000, 0.170000, 0.170000
0.001813, -0.005791, 0.170000, 0.170000, 0.170000
0.001930, -0.005791, 0.170000, 0.170000, 0.170000
0.002048, -0.005791, 0.170000, 0.170000, 0.170000
0.002164, -0.005791, 0.170000, 0.170000, 0.170000
0.002282, -0.005791, 0.170000, 0.170000, 0.170000
0.002398, -0.005791, 0.170200, 0.170191, 0.170212
0.002515, -0.005791, 0.170000, 0.170000, 0.170000
0.002632, -0.005791, 0.170000, 0.170000, 0.170000
0.002749, -0.005791, 0.170200, 0.170191, 0.170209
0.002866, -0.005791, 0.170000, 0.170000, 0.170000
0.002983, -0.005791, 0.170000, 0.170000, 0.170000
0.003101, -0.005791, 0.170000, 0.170000, 0.170000
0.003217, -0.005791, 0.170000, 0.170000, 0.170000
0.003335, -0.005791, 0.170000, 0.170000, 0.170000
0.003451, -0.005791, 0.170000, 0.170000, 0.170000
0.003569, -0.005791, 0.170200, 0.170191, 0.170212
0.003685, -0.005791, 0.170000, 0.170000, 0.170000
0.003802, -0.005791, 0.170000, 0.170000, 0.170000
0.003919, -0.005791, 0.170000, 0.170000, 0.170000
0.004037, -0.005791, 0.170200, 0.170191, 0.170212
